# PD works (author d.<=1930) with a SINGLE Project Gutenberg id + P747, not yet done.
# Feed: python projects/isbn_cleanup/curate_pd_works.py --file output/pd_single_gutenberg_todo.txt --no-first-edition --save
Q615383	2149(en/Text)	The Narrative of Arthur Gordon Pym of Nantuck
Q622634	4548(fr/Text)	
Q6237289	2351(en/Text)	John Halifax, Gentleman
Q624852	3600(en/Text)	Essays
Q625923	209(en/Text)	The Turn of the Screw
Q626663	1162(en/Text)	The Star Rover
Q62879	46(en/Text)	A Christmas Carol
Q6315940	440(en/Text)	Just David
Q63677351	67143(en/Text)	
Q638327	550(en/Text)	Silas Marner
Q640513	3155(en/Text)	She: A History of Adventure
Q642211	16816(fr/Text)	Le Roman de la Rose
Q644271	8175(fr/Text)	Kéraban the Inflexible
Q6469952	65799(en/Text)	Lady Athlyne
Q6499786	1598(en/Text)	Euthydemus
Q650063	1754(en/Text)	The Seagull
Q650571	432(en/Text)	The Ambassadors
Q651866	778(en/Text)	Five Children and It
Q652011	2257(en/Text)	Richard III
Q65240159	55649(fi/Text)	En resa i Finland
Q653871	17897(en/Text)	Summa Theologica
Q654562	12410(en/Text)	The Travels of Marco Polo
Q657215	5322(de/Text)	Woyzeck
Q663632	10720(en/Text)	Doctor Pascal
Q664813	18752(en/Text)	Undine
Q665830	54528(fr/Text)	La 628-E8
Q66763612	55814(en/Text)	The Comic Adventures of Old Mother Hubbard an
Q66912258	28990(en/Text)	The Book of Saints and Friendly Beasts
Q669694	15492(en/Text)	A Doll's House
Q669911	1738(en/Text)	Statesman
Q670350	1653(en/Text)	The Imitation of Christ
Q674638	1174(en/Text)	Hellenica
Q674832	2465(en/Text)	Carmen
Q678251	5998(en/Text)	Waverley
Q68085775	58299(fr/Text)	
Q6816281	1557(en/Text)	Men of Iron
Q6917312	10540(en/Text)	Mother Carey's Chickens
Q692567	57775(fr/Text)	The Torture Garden
Q695116	600(en/Text)	Notes from Underground
Q7019506	3261(en/Text)	News from Nowhere
Q708177	151(en/Text)	The Rime of the Ancient Mariner
Q7091008	1091(en/Text)	On Heroes, Hero-Worship, and The Heroic in Hi
Q716755	30411(en/Text)	English as She Is Spoke
Q725752	108(en/Text)	The Return of Sherlock Holmes
Q727408	5658(en/Text)	Lord Jim
Q728312	201(en/Text)	Flatland
Q7305519	8118(en/Text)	Redburn
Q73112	1170(en/Text)	Anabasis
Q731224	13846(fr/Text)	Discourse on the Method
Q733582	2350(en/Text)	His Last Bow
Q734607	873(en/Text)	A House of Pomegranates
Q7363279	24020(en/Text)	Romola
Q7368002	2804(en/Text)	Rose in Bloom
Q741570	17533(fr/Text)	Le Rêve
Q74263	33504(en/Text)	Opticks, or a Treatise of the Reflections, Re
Q7474518	179(en/Text)	The Europeans
Q750670	73144(en/Text)	Lady Chatterley's Lover
Q752285	1750(en/Text)	Laws
Q7628058	60547(en/Text)	Studies in Classic American Literature
Q763184	56149(fr/Text)	À rebours
Q7632777	3470(en/Text)	Such Is Life
Q7673114	3020(en/Text)	Table-Talk
Q768605	5082(fr/Text)	The Castle From Carpathians
Q768792	804(en/Text)	A Sentimental Journey Through France and Ital
Q769001	2609(en/Text)	The Vicomte of Bragelonne: Ten Years Later
Q7712149	1473(en/Text)	The Absentee
Q7713449	3179(en/Text)	The American Claimant
Q7714957	22016(fr/Text)	The Autobiography of Benjamin Franklin
Q7715895	9270(en/Sound)	The Battle of the Books
Q7719685	63000(en/Text)	The Boy in the Bush
Q7723455	1366(en/Text)	The Cloister and the Hearth
Q772985	1019(en/Text)	Poems by Currer, Ellis, and Acton Bell
Q7732627	7381(en/Text)	The Eustace Diamonds
Q7735828	1429(en/Text)	The Garden Party
Q7737024	2735(en/Text)	The Golden Dog
Q7739106	6491(en/Text)	The Head of the House of Coombe
Q7739314	2505(en/Text)	The Heir of Redclyffe
Q7747148	6758(en/Text)	The Life and Adventures of Sir Launcelot Grea
Q7749272	29000(en/Text)	The Macdermots of Ballycloran
Q7750004	16493(en/Text)	The Man Without a Country
Q7750109	5083(en/Text)	The Man of Feeling
Q7756406	4298(en/Text)	The Paying Guest
Q7756660	6769(en/Text)	The People of the Mist
Q7758216	2158(en/Text)	The Prime Minister
Q7758766	1032(en/Text)	The Pupil
Q7759905	56548(fi/Text)	The Red One
Q7760876	19831(en/Text)	The Rise and Fall of the Confederate Governme
Q7760892	154(en/Text)	The Rise of Silas Lapham
Q7761552	897(en/Text)	The Rose and the Ring
Q7762571	59844(en/Text)	The Science of Getting Rich
Q7764868	4599(en/Text)	The Small House at Allington
Q7764983	60004(en/Text)	The Snake and the Crab
Q7765949	11068(en/Text)	The Spirit of the Age
Q7766827	1441(en/Text)	The Story of an African Farm
Q7766831	837(en/Text)	The Story of the Amulet
Q7771322	914(en/Text)	The Uncommercial Traveller
Q7773721	8778(en/Text)	The Water of the Wondrous Isles
Q7784409	11323(en/Text)	Things as They Are; or, The Adventures of Cal
Q780407	11231(en/Text)	Bartleby, the Scrivener
Q784882	816(en/Text)	Democracy in America
Q785255	139(en/Text)	The Lost World
Q7859431	3146(en/Text)	Two on a Tower
Q7901800	11175(fr/Text)	Useless Beauty
Q7927453	9358(en/Sound)	Victory
Q797466	902(en/Text)	The Happy Prince and Other Tales
Q7991265	38690(en/Text)	What Is to Be Done?
Q7992627	39666(en/Text)	When It Was Dark
Q80771	217(en/Text)	Sons and Lovers
Q82464	4078(en/Text)	The Picture of Dorian Gray
Q825220	678(en/Text)	The Cricket on the Hearth
Q831242	25696(zh/Text)	Baopuzi
Q833645	2270(en/Text)	First Folio
Q8343249	57781(es/Text)	
Q837311	25414(zh/Text)	Liexian Zhuan
Q840974	82(en/Text)	Ivanhoe
Q847642	967(en/Text)	Nicholas Nickleby
Q84764650	9256(en/Text)	The Paradise of Children
Q848612	86(en/Text)	A Connecticut Yankee in King Arthur's Court
Q852724	50040(en/Text)	Rule of Saint Benedict
Q855801	3285(en/Text)	The Deerslayer
Q8565314	2860(en/Text)	Framley Parsonage
Q858036	1404(en/Text)	Federalist Papers
Q85943807	56440(en/Text)	Physiological Researches upon Life and Death
Q861527	7202(de/Text)	Ecce Homo
Q862050	52006(fr/Text)	Les Liaisons dangereuses
Q863438	3289(en/Text)	The Valley of Fear
Q869725	1837(en/Text)	The Prince and the Pauper
Q870851	5683(en/Text)	Critique of Practical Reason
Q880092	271(en/Text)	Black Beauty
Q883305	1023(en/Text)	Bleak House
Q890170	134(en/Text)	Maria: or, The Wrongs of Woman
Q900752	14474(en/Text)	A Course of Six Lectures on the Chemical Hist
Q9024244	1484(en/Text)	The Four Horsemen of the Apocalypse
Q907568	33(en/Text)	The Scarlet Letter
Q913599	5427(en/Text)	Emile, or On Education
Q913656	2816(en/Text)	The City of the Sun
Q919067	11024(nl/Text)	Max Havelaar
Q919581	12954(en/Text)	The Phantom Ship
Q919929	5077(en/Text)	Marmion
Q924977	1579(en/Text)	Lysis
Q929899	4968(fr/Text)	The Begum's Fortune
Q933118	64555(en/Text)	Lodore
Q942810	5154(fr/Text)	La Bête humaine
Q945216	39976(fr/Text)	Jacques the Fatalist
Q948984	2183(en/Text)	Three Men on the Bummel
Q951198	2403(de/Text)	Elective Affinities
Q952340	1377(en/Text)	The Talisman
Q955910	308(en/Text)	Three Men in a Boat
Q961957	108(en/Text)	The Adventure of the Three Students
Q962265	17553(fr/Text)	La Curée
Q963659	821(en/Text)	Dombey and Son
Q9636815	68717(en/Text)	The American Scene
Q965564	4583(en/Text)	Dialogues Concerning Natural Religion
Q965704	2450(en/Text)	Boyhood
Q967862	1350(en/Text)	The Country Doctor
Q968544	2188(de/Text)	Die Aufzeichnungen des Malte Laurids Brigge
Q969970	1874(en/Text)	The Railway Children
Q974886	8743(en/Text)	The Amber Witch
Q997511	16507(en/Text)	Idle Thoughts of an Idle Fellow
